dataset,distinctive_for,rank,feature_idx,honest_mean,deceptive_mean,difference,ratio
insider-trading,honest,4,48135,0.9718283414840698,0.8933799266815186,-0.07844841480255127,0.9192774891853333
insider-trading,honest,5,52515,0.8369303345680237,0.7672116756439209,-0.06971865892410278,0.9166972041130066
insider-trading,honest,6,7184,0.9583326578140259,0.8886757493019104,-0.06965690851211548,0.9273144602775574
insider-trading,honest,7,31322,1.1708904504776,1.1026962995529175,-0.06819415092468262,0.9417587518692017
insider-trading,honest,8,2935,0.5339621305465698,0.46620115637779236,-0.06776097416877747,0.8730977773666382
insider-trading,honest,9,55595,1.2919021844863892,1.2279268503189087,-0.06397533416748047,0.9504797458648682
insider-trading,honest,10,22314,0.8831844329833984,0.820366621017456,-0.06281781196594238,0.9288734793663025
insider-trading,honest,11,48615,1.6758612394332886,1.6130832433700562,-0.06277799606323242,0.9625398516654968
insider-trading,honest,12,18407,1.5291054248809814,1.4666962623596191,-0.062409162521362305,0.9591858386993408
insider-trading,honest,13,13875,0.534669816493988,0.473443865776062,-0.061225950717926025,0.8854882717132568
insider-trading,honest,14,27433,0.7647151947021484,0.7041175961494446,-0.06059759855270386,0.9207579493522644
insider-trading,honest,15,9677,0.8410744667053223,0.780668318271637,-0.0604061484336853,0.9281798005104065
insider-trading,honest,16,47388,0.9784361124038696,0.9181187152862549,-0.060317397117614746,0.9383532404899597
insider-trading,honest,17,64739,0.6387999653816223,0.5787097811698914,-0.06009018421173096,0.9059327244758606
insider-trading,honest,18,46614,1.2331159114837646,1.173348069190979,-0.059767842292785645,0.9515310525894165
insider-trading,honest,19,53897,1.198241114616394,1.1389377117156982,-0.0593034029006958,0.9505079388618469
insider-trading,honest,20,58350,1.4390134811401367,1.3800098896026611,-0.059003591537475586,0.9589971899986267
insider-trading,honest,21,53364,1.2987537384033203,1.2399998903274536,-0.0587538480758667,0.9547613859176636
insider-trading,honest,22,32841,1.2208856344223022,1.162675380706787,-0.05821025371551514,0.9523212909698486
insider-trading,honest,23,21420,1.1571176052093506,1.099840521812439,-0.05727708339691162,0.9505001902580261
insider-trading,honest,24,45542,0.9509928822517395,0.8944589495658875,-0.05653393268585205,0.9405527114868164
insider-trading,honest,25,42202,0.7732799649238586,0.7170382738113403,-0.05624169111251831,0.9272686839103699
insider-trading,honest,26,54849,0.6589968800544739,0.6027690768241882,-0.056227803230285645,0.9146766662597656
insider-trading,honest,27,51183,4.650017261505127,4.593831539154053,-0.05618572235107422,0.9879170656204224
insider-trading,honest,28,59792,0.6674716472625732,0.6113760471343994,-0.05609560012817383,0.9159581065177917
insider-trading,honest,29,4446,1.444502592086792,1.3884403705596924,-0.05606222152709961,0.9611892700195312
insider-trading,honest,30,51152,0.7739653587341309,0.7182888388633728,-0.05567651987075806,0.9280632734298706
insider-trading,honest,31,25401,0.9738602042198181,0.9182922840118408,-0.055567920207977295,0.9429405331611633
insider-trading,honest,32,33436,1.8172330856323242,1.7617746591567993,-0.0554584264755249,0.9694819450378418
insider-trading,honest,33,55737,1.3672603368759155,1.3118078708648682,-0.05545246601104736,0.9594426155090332
insider-trading,honest,34,11926,0.684972882270813,0.6300192475318909,-0.05495363473892212,0.9197725653648376
insider-trading,honest,35,36347,1.6795765161514282,1.6247822046279907,-0.0547943115234375,0.9673761129379272
insider-trading,honest,36,38481,1.3155322074890137,1.2608239650726318,-0.054708242416381836,0.9584136009216309
insider-trading,honest,37,40927,1.4170483350753784,1.3625307083129883,-0.05451762676239014,0.9615273475646973
insider-trading,honest,38,35676,1.4583520889282227,1.4047926664352417,-0.05355942249298096,0.9632740020751953
insider-trading,honest,39,50636,1.5148788690567017,1.4613428115844727,-0.053536057472229004,0.9646598696708679
insider-trading,honest,40,61966,0.8669077157974243,0.8138903975486755,-0.05301731824874878,0.9388431906700134
insider-trading,honest,41,30241,1.509579062461853,1.4566909074783325,-0.05288815498352051,0.9649649858474731
insider-trading,honest,42,9351,1.3152297735214233,1.2625066041946411,-0.05272316932678223,0.9599133133888245
insider-trading,honest,43,41379,0.6242645382881165,0.5716077089309692,-0.05265682935714722,0.9156498312950134
insider-trading,honest,44,77,0.9840419888496399,0.9317767024040222,-0.052265286445617676,0.9468871355056763
insider-trading,honest,45,44584,0.45830050110816956,0.40610820055007935,-0.05219230055809021,0.8861177563667297
insider-trading,honest,46,26453,0.8159346580505371,0.7640126943588257,-0.051921963691711426,0.9363650679588318
insider-trading,honest,47,58667,0.6291740536689758,0.5773491263389587,-0.05182492733001709,0.9176301956176758
insider-trading,honest,48,48738,1.4023557901382446,1.3506250381469727,-0.05173075199127197,0.9631115198135376
insider-trading,honest,49,8722,0.9679417014122009,0.9162428975105286,-0.05169880390167236,0.946588933467865
insider-trading,honest,50,8485,0.8373210430145264,0.7858275771141052,-0.05149346590042114,0.9385021328926086
instructed-deception,deceptive,1,34806,2.9641225337982178,3.6914453506469727,0.7273228168487549,1.245375394821167
instructed-deception,deceptive,2,36173,0.5962441563606262,1.2750145196914673,0.6787703633308411,2.1384100914001465
instructed-deception,deceptive,3,870,3.641037940979004,4.22515869140625,0.5841207504272461,1.1604269742965698
instructed-deception,deceptive,4,8082,1.383023977279663,1.911119818687439,0.5280958414077759,1.3818414211273193
instructed-deception,deceptive,5,21331,0.7844692468643188,1.2922966480255127,0.5078274011611938,1.647351622581482
instructed-deception,deceptive,6,56753,0.7113127112388611,1.2093150615692139,0.4980023503303528,1.7001173496246338
instructed-deception,deceptive,7,28882,2.298959255218506,2.782245635986328,0.48328638076782227,1.2102196216583252
instructed-deception,deceptive,8,5501,0.4864133298397064,0.967109203338623,0.4806958734989166,1.9882457256317139
instructed-deception,deceptive,9,13392,0.6563191413879395,1.124282956123352,0.4679638147354126,1.7130125761032104
instructed-deception,deceptive,10,37890,1.4269120693206787,1.8766767978668213,0.4497647285461426,1.3152014017105103
instructed-deception,deceptive,11,14262,0.4703946113586426,0.9123153686523438,0.44192075729370117,1.9394681453704834
instructed-deception,deceptive,12,55739,2.5677013397216797,3.0031096935272217,0.435408353805542,1.1695712804794312
instructed-deception,deceptive,13,33626,1.5224933624267578,1.9575520753860474,0.43505871295928955,1.2857540845870972
instructed-deception,deceptive,14,15700,1.300001859664917,1.7321217060089111,0.43211984634399414,1.3323993682861328
instructed-deception,deceptive,15,207,1.2717663049697876,1.6999348402023315,0.42816853523254395,1.336672306060791
instructed-deception,deceptive,16,30899,0.5937681198120117,1.019241452217102,0.42547333240509033,1.7165647745132446
instructed-deception,deceptive,17,50821,1.545788049697876,1.9690707921981812,0.4232827425003052,1.273829698562622
instructed-deception,deceptive,18,51605,1.6169401407241821,2.0388147830963135,0.42187464237213135,1.2609091997146606
instructed-deception,deceptive,19,8805,1.0535961389541626,1.4713718891143799,0.4177757501602173,1.3965235948562622
instructed-deception,deceptive,20,35604,0.651007890701294,1.0682778358459473,0.4172699451446533,1.6409598588943481
instructed-deception,deceptive,21,33332,1.5966719388961792,2.006531238555908,0.409859299659729,1.2566959857940674
instructed-deception,deceptive,22,38408,2.6260340213775635,3.0288658142089844,0.4028317928314209,1.1533993482589722
instructed-deception,deceptive,23,33123,0.6668512225151062,1.0681525468826294,0.4013013243675232,1.60178542137146
instructed-deception,deceptive,24,13785,0.8691263198852539,1.2698324918746948,0.4007061719894409,1.4610447883605957
instructed-deception,deceptive,25,63555,1.1046910285949707,1.5001415014266968,0.3954504728317261,1.3579738140106201
instructed-deception,deceptive,26,16880,2.8764922618865967,3.2682228088378906,0.39173054695129395,1.1361833810806274
instructed-deception,deceptive,27,23016,1.416563868522644,1.804636001586914,0.38807213306427,1.2739531993865967
instructed-deception,deceptive,28,46811,1.5973904132843018,1.9820207357406616,0.38463032245635986,1.2407866716384888
instructed-deception,deceptive,29,13594,1.288166880607605,1.6717082262039185,0.3835413455963135,1.2977420091629028
instructed-deception,deceptive,30,36005,1.067973017692566,1.450802206993103,0.3828291893005371,1.3584634065628052
instructed-deception,deceptive,31,2068,2.231236457824707,2.612816095352173,0.3815796375274658,1.1710171699523926
instructed-deception,deceptive,32,62453,0.7531574368476868,1.133576512336731,0.3804190754890442,1.5050990581512451
instructed-deception,deceptive,33,16921,0.9590269327163696,1.3374103307724,0.3783833980560303,1.3945492506027222
instructed-deception,deceptive,34,31701,2.5467097759246826,2.9243531227111816,0.377643346786499,1.1482868194580078
instructed-deception,deceptive,35,41644,0.5037252902984619,0.8811201453208923,0.3773948550224304,1.7492077350616455
instructed-deception,deceptive,36,57366,2.903996467590332,3.2778942584991455,0.3738977909088135,1.1287528276443481
instructed-deception,deceptive,37,26885,1.295433521270752,1.6691439151763916,0.37371039390563965,1.288482904434204
instructed-deception,deceptive,38,40957,0.6225889921188354,0.9940952062606812,0.3715062141418457,1.5967118740081787
instructed-deception,deceptive,39,13394,1.1604899168014526,1.531711220741272,0.37122130393981934,1.3198832273483276
instructed-deception,deceptive,40,34719,1.6798228025436401,2.0501492023468018,0.3703263998031616,1.2204556465148926
instructed-deception,deceptive,41,22580,2.741304397583008,3.111117124557495,0.3698127269744873,1.134903907775879
instructed-deception,deceptive,42,35793,0.53425133228302,0.9031933546066284,0.3689420223236084,1.6905776262283325
instructed-deception,deceptive,43,12422,1.5252878665924072,1.893368124961853,0.3680802583694458,1.2413185834884644
instructed-deception,deceptive,44,25766,0.8846465349197388,1.2494704723358154,0.36482393741607666,1.4123951196670532
instructed-deception,deceptive,45,6220,0.5874630212783813,0.9478997588157654,0.36043673753738403,1.613547921180725
instructed-deception,deceptive,46,65298,1.3705124855041504,1.7290619611740112,0.35854947566986084,1.2616170644760132
instructed-deception,deceptive,47,6687,1.6352059841156006,1.9931575059890747,0.3579515218734741,1.2189030647277832
instructed-deception,deceptive,48,25804,1.37061607837677,1.7275561094284058,0.35694003105163574,1.2604230642318726
instructed-deception,deceptive,49,10478,1.8622376918792725,2.217690944671631,0.3554532527923584,1.1908742189407349
instructed-deception,deceptive,50,796,1.240344762802124,1.5950472354888916,0.3547024726867676,1.28597092628479
instructed-deception,honest,1,12210,1.0168217420578003,0.4152143597602844,-0.6016073822975159,0.4083452820777893
instructed-deception,honest,2,4029,1.0784434080123901,0.5007550716400146,-0.5776883363723755,0.46433132886886597
instructed-deception,honest,3,64739,0.7187768220901489,0.15299053490161896,-0.5657863020896912,0.2128484547138214
instructed-deception,honest,4,34442,1.2129443883895874,0.6625568270683289,-0.5503875613212585,0.5462384223937988
instructed-deception,honest,5,42853,0.7463865280151367,0.1987772434949875,-0.547609269618988,0.2663194537162781
instructed-deception,honest,6,17490,0.7183937430381775,0.17754574120044708,-0.5408480167388916,0.24714265763759613
instructed-deception,honest,7,47448,0.8063547015190125,0.2662155032157898,-0.5401391983032227,0.3301469087600708
instructed-deception,honest,8,11617,1.644775390625,1.109074354171753,-0.5357010364532471,0.6743013858795166
instructed-deception,honest,9,38287,1.1173774003982544,0.6039556860923767,-0.5134217143058777,0.5405117869377136
instructed-deception,honest,10,39898,1.2526220083236694,0.7547367811203003,-0.49788522720336914,0.6025255918502808
instructed-deception,honest,11,18207,0.7805015444755554,0.29224586486816406,-0.48825567960739136,0.3744334280490875
instructed-deception,honest,12,17132,0.6857276558876038,0.19794486463069916,-0.4877827763557434,0.28866395354270935
instructed-deception,honest,13,33959,0.8547250628471375,0.3815321624279022,-0.47319290041923523,0.44637998938560486
instructed-deception,honest,14,34750,0.8548848032951355,0.3970721960067749,-0.4578126072883606,0.46447449922561646
instructed-deception,honest,15,6013,1.2608251571655273,0.807303249835968,-0.4535219073295593,0.640297532081604
instructed-deception,honest,16,29901,0.8592084646224976,0.40757426619529724,-0.4516341984272003,0.4743601679801941
instructed-deception,honest,17,60774,0.8554751873016357,0.41237887740135193,-0.4430963099002838,0.48204657435417175
instructed-deception,honest,18,24684,1.087722897529602,0.6450600624084473,-0.4426628351211548,0.5930371284484863
instructed-deception,honest,19,30052,1.6263341903686523,1.1972784996032715,-0.42905569076538086,0.7361823320388794
instructed-deception,honest,20,22314,0.8269109129905701,0.3995884358882904,-0.42732247710227966,0.483230322599411
instructed-deception,honest,21,19251,0.7181696891784668,0.3011664152145386,-0.4170032739639282,0.4193527102470398
instructed-deception,honest,22,41232,0.878632128238678,0.4713565409183502,-0.40727558732032776,0.5364663004875183
instructed-deception,honest,23,27245,0.7131413221359253,0.317139595746994,-0.3960017263889313,0.4447079300880432
instructed-deception,honest,24,3315,0.7884036302566528,0.39414215087890625,-0.3942614793777466,0.49992433190345764
instructed-deception,honest,25,57701,0.5509948134422302,0.1681973785161972,-0.3827974200248718,0.3052612841129303
instructed-deception,honest,26,33929,0.8019388914108276,0.4196412265300751,-0.38229766488075256,0.5232833027839661
instructed-deception,honest,27,25062,1.3098810911178589,0.9280659556388855,-0.3818151354789734,0.7085115909576416
instructed-deception,honest,28,59156,0.9126257300376892,0.53105628490448,-0.38156944513320923,0.5818992853164673
instructed-deception,honest,29,18316,1.3780747652053833,0.9965159893035889,-0.38155877590179443,0.7231218814849854
instructed-deception,honest,30,20947,1.8390142917633057,1.457594633102417,-0.38141965866088867,0.792595624923706
instructed-deception,honest,31,42834,0.8282310962677002,0.4487346112728119,-0.3794964849948883,0.5417987704277039
instructed-deception,honest,32,34546,1.4396381378173828,1.0628069639205933,-0.37683117389678955,0.7382459044456482
instructed-deception,honest,33,13215,0.8967586159706116,0.5212259292602539,-0.37553268671035767,0.5812332630157471
instructed-deception,honest,34,64434,1.013166904449463,0.6408591866493225,-0.3723077178001404,0.632530689239502
instructed-deception,honest,35,8939,1.1771180629730225,0.8066818714141846,-0.3704361915588379,0.6853024363517761
instructed-deception,honest,36,11790,1.054652214050293,0.6863121390342712,-0.36834007501602173,0.6507473587989807
instructed-deception,honest,37,60067,2.103649854660034,1.7368793487548828,-0.36677050590515137,0.8256503939628601
instructed-deception,honest,38,41630,0.9843100905418396,0.6204224228858948,-0.3638876676559448,0.6303119659423828
instructed-deception,honest,39,23440,1.9914124011993408,1.6280113458633423,-0.36340105533599854,0.8175159096717834
instructed-deception,honest,40,23017,0.8206180334091187,0.45899859070777893,-0.3616194427013397,0.5593327879905701
instructed-deception,honest,41,47075,1.0919675827026367,0.7305775284767151,-0.36139005422592163,0.6690468788146973
instructed-deception,honest,42,4366,0.7356623411178589,0.3818969428539276,-0.3537653982639313,0.5191198587417603
instructed-deception,honest,43,5079,1.6521782875061035,1.2986376285552979,-0.35354065895080566,0.7860154509544373
instructed-deception,honest,44,47388,0.8687166571617126,0.5159298181533813,-0.3527868390083313,0.5938988327980042
instructed-deception,honest,45,61578,0.6018651127815247,0.2511097490787506,-0.35075536370277405,0.4172193109989166
instructed-deception,honest,46,16576,1.1687424182891846,0.8206449747085571,-0.34809744358062744,0.702160656452179
instructed-deception,honest,47,18225,1.4313660860061646,1.0837507247924805,-0.3476153612136841,0.7571443319320679
instructed-deception,honest,48,19744,1.1764264106750488,0.8326593637466431,-0.34376704692840576,0.707787036895752
instructed-deception,honest,49,54307,1.6266168355941772,1.2847278118133545,-0.34188902378082275,0.7898159027099609
instructed-deception,honest,50,49538,0.7810395359992981,0.44510290026664734,-0.33593663573265076,0.56988525390625
convincing-game,deceptive,1,34806,3.421004295349121,4.500327110290527,1.0793228149414062,1.3154988288879395
convincing-game,deceptive,2,10008,0.5022663474082947,1.1617275476455688,0.6594612002372742,2.3129711151123047
convincing-game,deceptive,3,9890,0.9557871222496033,1.6036540269851685,0.6478669047355652,1.6778359413146973
convincing-game,deceptive,4,49442,1.8619149923324585,2.401724100112915,0.5398091077804565,1.2899214029312134
convincing-game,deceptive,5,11434,1.103594183921814,1.619532585144043,0.515938401222229,1.4675073623657227
convincing-game,deceptive,6,37104,1.3888193368911743,1.8932642936706543,0.50444495677948,1.3632185459136963
convincing-game,deceptive,7,10380,0.421800822019577,0.9176637530326843,0.4958629310131073,2.1755855083465576
convincing-game,deceptive,8,34090,1.153300404548645,1.644415259361267,0.49111485481262207,1.42583429813385
convincing-game,deceptive,9,53172,0.8765726685523987,1.363542914390564,0.4869702458381653,1.5555388927459717
convincing-game,deceptive,10,656,0.959807813167572,1.44264554977417,0.4828377366065979,1.5030566453933716
convincing-game,deceptive,11,31738,1.8579527139663696,2.3307013511657715,0.47274863719940186,1.254446029663086
convincing-game,deceptive,12,13689,1.3524436950683594,1.8227709531784058,0.4703272581100464,1.3477610349655151
convincing-game,deceptive,13,62440,0.9903422594070435,1.4541866779327393,0.4638444185256958,1.4683678150177002
convincing-game,deceptive,14,4724,1.0011450052261353,1.4639424085617065,0.4627974033355713,1.4622681140899658
convincing-game,deceptive,15,51183,4.036773681640625,4.496103286743164,0.45932960510253906,1.1137863397598267
convincing-game,deceptive,16,31322,1.7136900424957275,2.172544240951538,0.45885419845581055,1.2677580118179321
convincing-game,deceptive,17,44903,0.9638068079948425,1.4177451133728027,0.4539383053779602,1.470984697341919
convincing-game,deceptive,18,61739,0.7075988054275513,1.152357816696167,0.4447590112686157,1.6285468339920044
convincing-game,deceptive,19,22251,0.376415491104126,0.8188310265541077,0.4424155354499817,2.1753382682800293
convincing-game,deceptive,20,20320,1.5011969804763794,1.942512035369873,0.44131505489349365,1.2939754724502563
convincing-game,deceptive,21,16842,1.2084540128707886,1.648919939994812,0.44046592712402344,1.3644871711730957
convincing-game,deceptive,22,15424,0.4238133430480957,0.8614234924316406,0.4376101493835449,2.0325539112091064
convincing-game,deceptive,23,48661,0.9807486534118652,1.4179329872131348,0.43718433380126953,1.4457659721374512
convincing-game,deceptive,24,62893,0.9716391563415527,1.4025013446807861,0.4308621883392334,1.4434385299682617
convincing-game,deceptive,25,48136,1.0492945909500122,1.4784491062164307,0.42915451526641846,1.4089933633804321
convincing-game,deceptive,26,46941,1.3528363704681396,1.781259536743164,0.4284231662750244,1.3166850805282593
convincing-game,deceptive,27,53776,0.8928405046463013,1.3181670904159546,0.4253265857696533,1.476374626159668
convincing-game,deceptive,28,885,1.7747745513916016,2.198260545730591,0.42348599433898926,1.2386139631271362
convincing-game,deceptive,29,13608,0.7838217616081238,1.2024208307266235,0.41859906911849976,1.5340487957000732
convincing-game,deceptive,30,19316,1.6461782455444336,2.062354326248169,0.41617608070373535,1.252813458442688
convincing-game,deceptive,31,9802,1.466012954711914,1.878629207611084,0.4126162528991699,1.2814546823501587
convincing-game,deceptive,32,42899,1.150988221168518,1.5634119510650635,0.4124237298965454,1.3583214282989502
convincing-game,deceptive,33,22104,1.291452169418335,1.703802466392517,0.41235029697418213,1.3192919492721558
convincing-game,deceptive,34,57521,0.8637987971305847,1.2753111124038696,0.4115123152732849,1.4763983488082886
convincing-game,deceptive,35,4047,1.4004024267196655,1.811801791191101,0.41139936447143555,1.2937722206115723
convincing-game,deceptive,36,11870,1.7822761535644531,2.1917507648468018,0.40947461128234863,1.2297481298446655
convincing-game,deceptive,37,27335,0.7080312967300415,1.1131823062896729,0.40515100955963135,1.5722218751907349
convincing-game,deceptive,38,64231,1.7302935123443604,2.1340725421905518,0.4037790298461914,1.2333587408065796
convincing-game,deceptive,39,28157,1.3023490905761719,1.7026550769805908,0.40030598640441895,1.3073722124099731
convincing-game,deceptive,40,63002,1.6387215852737427,2.0356929302215576,0.39697134494781494,1.2422444820404053
convincing-game,deceptive,41,38481,1.4455302953720093,1.8410894870758057,0.3955591917037964,1.2736430168151855
convincing-game,deceptive,42,34419,1.4532690048217773,1.8482308387756348,0.3949618339538574,1.2717747688293457
convincing-game,deceptive,43,42624,0.6445266008377075,1.039290189743042,0.3947635889053345,1.6124861240386963
convincing-game,deceptive,44,47674,1.8222519159317017,2.2155022621154785,0.39325034618377686,1.2158045768737793
convincing-game,deceptive,45,61771,1.4585388898849487,1.8506264686584473,0.39208757877349854,1.268822193145752
convincing-game,deceptive,46,57249,2.4156384468078613,2.8040599822998047,0.38842153549194336,1.1607946157455444
convincing-game,deceptive,47,29064,1.4624574184417725,1.8476828336715698,0.38522541522979736,1.2634096145629883
convincing-game,deceptive,48,31379,1.5975326299667358,1.9809653759002686,0.3834327459335327,1.2400156259536743
convincing-game,deceptive,49,37861,0.3918167054653168,0.7721216082572937,0.38030490279197693,1.9706194400787354
convincing-game,deceptive,50,21570,0.7407693266868591,1.119331955909729,0.3785626292228699,1.5110398530960083
convincing-game,honest,1,64806,6.794969081878662,4.322350978851318,-2.4726181030273438,0.6361104846000671
convincing-game,honest,2,11658,4.550252914428711,3.3004913330078125,-1.2497615814208984,0.7253423929214478
convincing-game,honest,3,386,2.5756592750549316,1.8131033182144165,-0.7625559568405151,0.7039375901222229
convincing-game,honest,4,38767,1.2247035503387451,0.5176284313201904,-0.7070751190185547,0.4226561188697815
convincing-game,honest,5,42755,2.685647487640381,2.000251531600952,-0.6853959560394287,0.7447930574417114
convincing-game,honest,6,30377,1.439021348953247,0.7617176175117493,-0.6773037314414978,0.529330313205719
convincing-game,honest,7,46753,1.4491952657699585,0.7856720089912415,-0.663523256778717,0.5421436429023743
convincing-game,honest,8,33381,2.500894069671631,1.8513892889022827,-0.6495047807693481,0.7402909398078918
convincing-game,honest,9,12069,1.8154990673065186,1.1909584999084473,-0.6245405673980713,0.6559951305389404
convincing-game,honest,10,17819,1.1689358949661255,0.5464092493057251,-0.6225266456604004,0.467441588640213
convincing-game,honest,11,50593,2.1515533924102783,1.5402823686599731,-0.6112710237503052,0.7158931493759155
convincing-game,honest,12,34542,1.3901474475860596,0.7840730547904968,-0.6060743927955627,0.5640215277671814
convincing-game,honest,13,30570,2.2552273273468018,1.652114748954773,-0.6031125783920288,0.7325712442398071
convincing-game,honest,14,26162,1.3695706129074097,0.7689242362976074,-0.6006463766098022,0.5614345073699951
convincing-game,honest,15,4432,3.344423532485962,2.7459616661071777,-0.5984618663787842,0.8210567831993103
convincing-game,honest,16,39254,1.6335139274597168,1.0422098636627197,-0.5913040637969971,0.6380171179771423
convincing-game,honest,17,16426,2.549374580383301,1.9647502899169922,-0.5846242904663086,0.7706793546676636
convincing-game,honest,18,58163,2.41711163520813,1.8340106010437012,-0.5831010341644287,0.7587612271308899
convincing-game,honest,19,36187,1.5891674757003784,1.0067633390426636,-0.5824041366577148,0.6335161924362183
convincing-game,honest,20,43334,2.4637198448181152,1.882185935974121,-0.5815339088439941,0.7639610171318054
convincing-game,honest,21,64183,1.670979619026184,1.0922795534133911,-0.578700065612793,0.6536761522293091
