dataset,distinctive_for,rank,dimension,honest_mean,deceptive_mean,difference
insider-trading,deceptive,31,896,21.920934677124023,22.474563598632812,0.5536289215087891
insider-trading,deceptive,32,6723,53.730682373046875,54.2761116027832,0.5454292297363281
insider-trading,deceptive,33,5291,18.71913719177246,19.26228141784668,0.5431442260742188
insider-trading,deceptive,34,3207,61.526065826416016,62.06577682495117,0.5397109985351562
insider-trading,deceptive,35,5177,41.434940338134766,41.9724006652832,0.5374603271484375
insider-trading,deceptive,36,6900,37.5067024230957,38.041385650634766,0.5346832275390625
insider-trading,deceptive,37,4758,53.06665802001953,53.599525451660156,0.532867431640625
insider-trading,deceptive,38,6062,29.488849639892578,30.019350051879883,0.5305004119873047
insider-trading,deceptive,39,6139,36.853355407714844,37.38053894042969,0.5271835327148438
insider-trading,deceptive,40,1484,36.8150749206543,37.341880798339844,0.5268058776855469
insider-trading,deceptive,41,1507,53.847171783447266,54.372398376464844,0.5252265930175781
insider-trading,deceptive,42,4054,41.32724380493164,41.85000228881836,0.5227584838867188
insider-trading,deceptive,43,87,67.67058563232422,68.1895751953125,0.5189895629882812
insider-trading,deceptive,44,4536,20.95464324951172,21.47355079650879,0.5189075469970703
insider-trading,deceptive,45,553,39.17478942871094,39.692176818847656,0.5173873901367188
insider-trading,deceptive,46,7640,82.27615356445312,82.79164123535156,0.5154876708984375
insider-trading,deceptive,47,2820,15.9003267288208,16.415220260620117,0.5148935317993164
insider-trading,deceptive,48,6627,24.95375633239746,25.462181091308594,0.5084247589111328
insider-trading,deceptive,49,7413,27.403579711914062,27.911117553710938,0.507537841796875
insider-trading,deceptive,50,4472,58.623565673828125,59.129852294921875,0.50628662109375
insider-trading,honest,1,155,-727.9160766601562,-731.6397705078125,-3.72369384765625
insider-trading,honest,2,4030,-145.4873046875,-149.08274841308594,-3.5954437255859375
insider-trading,honest,3,6892,-313.47943115234375,-315.5286560058594,-2.049224853515625
insider-trading,honest,4,6853,-456.91143798828125,-458.7276916503906,-1.816253662109375
insider-trading,honest,5,3467,-734.8848266601562,-736.621337890625,-1.73651123046875
insider-trading,honest,6,5730,-423.7737121582031,-425.3689270019531,-1.59521484375
insider-trading,honest,7,7277,110.80887603759766,109.33452606201172,-1.4743499755859375
insider-trading,honest,8,350,-127.0613784790039,-128.16104125976562,-1.0996627807617188
insider-trading,honest,9,3373,-200.0928192138672,-201.18341064453125,-1.0905914306640625
insider-trading,honest,10,8026,-40.28647994995117,-41.37264633178711,-1.0861663818359375
insider-trading,honest,11,7876,127.96534729003906,126.88121032714844,-1.084136962890625
insider-trading,honest,12,4601,-150.73040771484375,-151.49728393554688,-0.766876220703125
insider-trading,honest,13,7951,-31.683189392089844,-32.411067962646484,-0.7278785705566406
insider-trading,honest,14,3815,-42.67390060424805,-43.32442855834961,-0.6505279541015625
insider-trading,honest,15,5268,-74.83853912353516,-75.47518157958984,-0.6366424560546875
insider-trading,honest,16,4420,-20.60293197631836,-21.21941566467285,-0.6164836883544922
insider-trading,honest,17,928,-24.5504093170166,-25.159448623657227,-0.609039306640625
insider-trading,honest,18,5662,-66.50128936767578,-67.10453796386719,-0.6032485961914062
insider-trading,honest,19,43,2.684675693511963,2.099433660507202,-0.5852420330047607
insider-trading,honest,20,2719,-33.16925811767578,-33.751678466796875,-0.5824203491210938
insider-trading,honest,21,3847,-72.8378677368164,-73.4183349609375,-0.5804672241210938
insider-trading,honest,22,4077,-33.38164520263672,-33.96087646484375,-0.5792312622070312
insider-trading,honest,23,8046,-59.294769287109375,-59.86981201171875,-0.575042724609375
insider-trading,honest,24,6050,-43.6098518371582,-44.18320083618164,-0.5733489990234375
insider-trading,honest,25,5890,-67.88789367675781,-68.45911407470703,-0.5712203979492188
insider-trading,honest,26,6210,-36.00210952758789,-36.57041549682617,-0.5683059692382812
insider-trading,honest,27,5161,-59.39209747314453,-59.94651794433594,-0.5544204711914062
insider-trading,honest,28,6067,-48.6591796875,-49.20934295654297,-0.5501632690429688
insider-trading,honest,29,6448,-58.943519592285156,-59.493080139160156,-0.549560546875
insider-trading,honest,30,2305,-55.17128372192383,-55.71685028076172,-0.5455665588378906
insider-trading,honest,31,3036,-32.985557556152344,-33.530242919921875,-0.5446853637695312
insider-trading,honest,32,6891,0.5553097128868103,0.022349366918206215,-0.5329603552818298
insider-trading,honest,33,2500,-39.26639175415039,-39.7990837097168,-0.5326919555664062
insider-trading,honest,34,62,-17.79135513305664,-18.32164764404297,-0.5302925109863281
insider-trading,honest,35,7983,-46.91990661621094,-47.445152282714844,-0.5252456665039062
insider-trading,honest,36,5227,-37.952816009521484,-38.477535247802734,-0.52471923828125
insider-trading,honest,37,2010,-40.2259407043457,-40.747962951660156,-0.5220222473144531
insider-trading,honest,38,4993,-54.37785339355469,-54.89977264404297,-0.5219192504882812
insider-trading,honest,39,2868,-49.823795318603516,-50.341156005859375,-0.5173606872558594
insider-trading,honest,40,7897,-45.220306396484375,-45.73659133911133,-0.5162849426269531
insider-trading,honest,41,7996,-44.3034782409668,-44.817996978759766,-0.5145187377929688
insider-trading,honest,42,8155,-34.95690155029297,-35.467811584472656,-0.5109100341796875
insider-trading,honest,43,704,-60.894775390625,-61.40519332885742,-0.5104179382324219
insider-trading,honest,44,4550,-61.704750061035156,-62.210105895996094,-0.5053558349609375
insider-trading,honest,45,2574,-12.554533958435059,-13.054561614990234,-0.5000276565551758
insider-trading,honest,46,2059,-31.3680362701416,-31.863874435424805,-0.4958381652832031
insider-trading,honest,47,1996,-25.067712783813477,-25.56188201904297,-0.4941692352294922
insider-trading,honest,48,6672,-5.055089950561523,-5.5486884117126465,-0.49359846115112305
insider-trading,honest,49,389,6.656651973724365,6.164157867431641,-0.4924941062927246
insider-trading,honest,50,4978,-14.0779390335083,-14.570051193237305,-0.4921121597290039
instructed-deception,deceptive,1,5114,1314.009521484375,1390.5806884765625,76.5711669921875
instructed-deception,deceptive,2,6970,160.7192840576172,202.45263671875,41.73335266113281
instructed-deception,deceptive,3,6857,745.6600341796875,779.7704467773438,34.11041259765625
instructed-deception,deceptive,4,3099,93.15908813476562,123.69287872314453,30.533790588378906
instructed-deception,deceptive,5,4994,618.4386596679688,642.2672119140625,23.82855224609375
instructed-deception,deceptive,6,2232,256.8689880371094,279.42633056640625,22.557342529296875
instructed-deception,deceptive,7,7306,597.7538452148438,616.6800537109375,18.92620849609375
instructed-deception,deceptive,8,7033,173.26271057128906,186.63587951660156,13.3731689453125
instructed-deception,deceptive,9,1071,58.35145950317383,69.98818969726562,11.636730194091797
instructed-deception,deceptive,10,636,106.82471466064453,118.42668151855469,11.601966857910156
instructed-deception,deceptive,11,2567,261.0137023925781,272.2104797363281,11.19677734375
instructed-deception,deceptive,12,2387,87.67916870117188,98.22332000732422,10.544151306152344
instructed-deception,deceptive,13,7876,115.81819152832031,125.8039779663086,9.985786437988281
instructed-deception,deceptive,14,4482,74.42798614501953,82.5276870727539,8.099700927734375
instructed-deception,deceptive,15,3222,120.6981201171875,127.64400482177734,6.945884704589844
instructed-deception,deceptive,16,233,190.0994873046875,196.89288330078125,6.79339599609375
instructed-deception,deceptive,17,7030,135.6005401611328,142.09645080566406,6.49591064453125
instructed-deception,deceptive,18,5479,201.43310546875,207.3880615234375,5.9549560546875
instructed-deception,deceptive,19,1532,230.1187286376953,235.49461364746094,5.375885009765625
instructed-deception,deceptive,20,7908,50.58399200439453,55.66014862060547,5.0761566162109375
instructed-deception,deceptive,21,4879,-8.937416076660156,-3.9547245502471924,4.982691764831543
instructed-deception,deceptive,22,4543,47.35334777832031,52.07578659057617,4.722438812255859
instructed-deception,deceptive,23,4488,58.874332427978516,63.42906951904297,4.554737091064453
instructed-deception,deceptive,24,1455,58.03972244262695,62.55335998535156,4.513637542724609
instructed-deception,deceptive,25,1872,46.24690628051758,50.75064468383789,4.5037384033203125
instructed-deception,deceptive,26,1827,55.52391815185547,59.88090133666992,4.356983184814453
instructed-deception,deceptive,27,7064,58.34015655517578,62.52367401123047,4.1835174560546875
instructed-deception,deceptive,28,933,73.4595718383789,77.62659454345703,4.167022705078125
instructed-deception,deceptive,29,3942,57.92085266113281,61.99717712402344,4.076324462890625
instructed-deception,deceptive,30,5292,73.61173248291016,77.49497985839844,3.8832473754882812
instructed-deception,deceptive,31,3246,47.7833366394043,51.663028717041016,3.8796920776367188
instructed-deception,deceptive,32,6006,78.7176513671875,82.54312133789062,3.825469970703125
instructed-deception,deceptive,33,4930,50.32420349121094,54.10960388183594,3.785400390625
instructed-deception,deceptive,34,5153,8.089370727539062,11.845248222351074,3.7558774948120117
instructed-deception,deceptive,35,2204,24.860158920288086,28.5933837890625,3.733224868774414
instructed-deception,deceptive,36,6030,40.3062744140625,44.03656768798828,3.7302932739257812
instructed-deception,deceptive,37,3286,154.72314453125,158.4515380859375,3.7283935546875
instructed-deception,deceptive,38,7875,156.07989501953125,159.78305053710938,3.703155517578125
instructed-deception,deceptive,39,5164,44.821346282958984,48.520172119140625,3.6988258361816406
instructed-deception,deceptive,40,2871,31.393417358398438,35.05413818359375,3.6607208251953125
instructed-deception,deceptive,41,6329,48.85245895385742,52.480682373046875,3.628223419189453
instructed-deception,deceptive,42,8184,51.53611755371094,55.13309097290039,3.596973419189453
instructed-deception,deceptive,43,4728,35.46782302856445,39.052947998046875,3.585124969482422
instructed-deception,deceptive,44,2776,65.76349639892578,69.3406753540039,3.577178955078125
instructed-deception,deceptive,45,7675,65.51933288574219,69.06050109863281,3.541168212890625
instructed-deception,deceptive,46,955,43.93684005737305,47.46075439453125,3.523914337158203
instructed-deception,deceptive,47,3252,11.519418716430664,15.038358688354492,3.518939971923828
instructed-deception,deceptive,48,3398,35.091590881347656,38.604942321777344,3.5133514404296875
instructed-deception,deceptive,49,6625,51.618080139160156,55.124813079833984,3.506732940673828
instructed-deception,deceptive,50,5644,42.01688766479492,45.50853729248047,3.491649627685547
instructed-deception,honest,1,620,-425.2084045410156,-453.9681701660156,-28.759765625
instructed-deception,honest,2,6853,-449.8708190917969,-478.4767150878906,-28.60589599609375
instructed-deception,honest,3,4385,-487.25091552734375,-510.33441162109375,-23.08349609375
instructed-deception,honest,4,6892,-296.2862548828125,-317.12933349609375,-20.84307861328125
instructed-deception,honest,5,4031,-156.66900634765625,-175.4939422607422,-18.824935913085938
instructed-deception,honest,6,3467,-813.6187133789062,-831.350341796875,-17.73162841796875
instructed-deception,honest,7,5730,-390.9685974121094,-408.2370300292969,-17.2684326171875
instructed-deception,honest,8,3373,-206.67335510253906,-223.18905639648438,-16.515701293945312
instructed-deception,honest,9,514,-62.11070251464844,-76.99507904052734,-14.884376525878906
instructed-deception,honest,10,6890,-281.5013732910156,-293.5966491699219,-12.09527587890625
instructed-deception,honest,11,7703,-415.58404541015625,-427.4046936035156,-11.820648193359375
instructed-deception,honest,12,4030,-129.61251831054688,-141.4296112060547,-11.817092895507812
instructed-deception,honest,13,634,-244.8206024169922,-255.9691619873047,-11.1485595703125
instructed-deception,honest,14,7188,-167.50523376464844,-175.4788055419922,-7.97357177734375
instructed-deception,honest,15,6317,-69.52715301513672,-76.76074981689453,-7.2335968017578125
instructed-deception,honest,16,4601,-144.16014099121094,-151.10293579101562,-6.9427947998046875
instructed-deception,honest,17,945,-142.21334838867188,-148.63876342773438,-6.4254150390625
instructed-deception,honest,18,3074,-60.450984954833984,-66.3235855102539,-5.872600555419922
instructed-deception,honest,19,350,-109.65055847167969,-114.57740020751953,-4.926841735839844
instructed-deception,honest,20,5959,-71.13794708251953,-76.02745056152344,-4.889503479003906
instructed-deception,honest,21,4247,-68.41783142089844,-73.11280822753906,-4.694976806640625
instructed-deception,honest,22,5978,-58.226966857910156,-62.62324905395508,-4.396282196044922
instructed-deception,honest,23,7689,-50.18497085571289,-54.46091079711914,-4.27593994140625
instructed-deception,honest,24,5165,-51.935115814208984,-56.15743637084961,-4.222320556640625
instructed-deception,honest,25,4437,-76.39608001708984,-80.50900268554688,-4.112922668457031
instructed-deception,honest,26,3245,-53.44890213012695,-57.53565216064453,-4.086750030517578
instructed-deception,honest,27,6967,-52.856178283691406,-56.83467102050781,-3.9784927368164062
instructed-deception,honest,28,759,-56.898834228515625,-60.85517501831055,-3.956340789794922
instructed-deception,honest,29,1784,-59.54518127441406,-63.486148834228516,-3.940967559814453
instructed-deception,honest,30,2641,-64.70484924316406,-68.59098815917969,-3.886138916015625
instructed-deception,honest,31,7267,-43.32913589477539,-47.205101013183594,-3.875965118408203
instructed-deception,honest,32,1847,-76.13423919677734,-79.99839782714844,-3.8641586303710938
instructed-deception,honest,33,3409,-61.72358322143555,-65.56707763671875,-3.843494415283203
instructed-deception,honest,34,5015,-23.646005630493164,-27.460540771484375,-3.814535140991211
instructed-deception,honest,35,5146,-72.17735290527344,-75.97590637207031,-3.798553466796875
instructed-deception,honest,36,6067,-48.6981315612793,-52.49552917480469,-3.7973976135253906
instructed-deception,honest,37,4784,-54.366180419921875,-58.07220458984375,-3.706024169921875
instructed-deception,honest,38,4370,-44.15983963012695,-47.86429214477539,-3.7044525146484375
instructed-deception,honest,39,3371,-51.6358528137207,-55.33907699584961,-3.7032241821289062
instructed-deception,honest,40,7445,-49.85769271850586,-53.55106735229492,-3.6933746337890625
instructed-deception,honest,41,2006,-46.43681716918945,-50.128292083740234,-3.6914749145507812
instructed-deception,honest,42,7277,117.72277069091797,114.04086303710938,-3.6819076538085938
instructed-deception,honest,43,7685,-27.422128677368164,-31.07906723022461,-3.6569385528564453
instructed-deception,honest,44,171,-36.05054473876953,-39.696983337402344,-3.6464385986328125
instructed-deception,honest,45,4525,-26.086668014526367,-29.721633911132812,-3.6349658966064453
instructed-deception,honest,46,7973,-37.76142501831055,-41.375526428222656,-3.6141014099121094
instructed-deception,honest,47,2235,-58.159847259521484,-61.76482009887695,-3.6049728393554688
instructed-deception,honest,48,7897,-42.734039306640625,-46.3130989074707,-3.579059600830078
instructed-deception,honest,49,4134,-39.021583557128906,-42.600067138671875,-3.5784835815429688
instructed-deception,honest,50,4076,-42.77203369140625,-46.34669876098633,-3.574665069580078
convincing-game,deceptive,1,3467,-867.9354858398438,-788.1150512695312,79.8204345703125
convincing-game,deceptive,2,155,-744.0658569335938,-704.585693359375,39.48016357421875
convincing-game,deceptive,3,4385,-541.40087890625,-508.5775451660156,32.823333740234375
convincing-game,deceptive,4,6853,-474.6241760253906,-448.37933349609375,26.244842529296875
convincing-game,deceptive,5,4879,-28.362314224243164,-6.545495510101318,21.816818237304688
convincing-game,deceptive,6,7703,-417.3902893066406,-396.3438720703125,21.046417236328125
convincing-game,deceptive,7,620,-443.1899108886719,-422.78643798828125,20.403472900390625
convincing-game,deceptive,8,5730,-412.1677551269531,-394.0034484863281,18.164306640625
convincing-game,deceptive,9,6970,189.85562133789062,207.290283203125,17.434661865234375
convincing-game,deceptive,10,8025,-190.95474243164062,-174.23876953125,16.715972900390625
convincing-game,deceptive,11,4030,-142.68463134765625,-127.20938873291016,15.475242614746094
convincing-game,deceptive,12,3373,-214.72225952148438,-199.4668731689453,15.255386352539062
convincing-game,deceptive,13,6892,-315.5172119140625,-303.525146484375,11.9920654296875
convincing-game,deceptive,14,3222,127.67204284667969,138.43502807617188,10.762985229492188
convincing-game,deceptive,15,7188,-179.45315551757812,-168.8843231201172,10.568832397460938
convincing-game,deceptive,16,6890,-305.93389892578125,-297.8100280761719,8.123870849609375
convincing-game,deceptive,17,8026,-33.258026123046875,-25.326763153076172,7.931262969970703
convincing-game,deceptive,18,5505,-45.02621078491211,-37.16923904418945,7.856971740722656
convincing-game,deceptive,19,2230,24.991029739379883,32.79159927368164,7.800569534301758
convincing-game,deceptive,20,6752,-75.4454116821289,-67.68009185791016,7.76531982421875
convincing-game,deceptive,21,5497,-78.947509765625,-71.35125732421875,7.59625244140625
convincing-game,deceptive,22,2719,-38.08927536010742,-31.0645751953125,7.024700164794922
convincing-game,deceptive,23,2543,-38.87248611450195,-31.88435935974121,6.988126754760742
convincing-game,deceptive,24,5268,-77.27400207519531,-70.31652069091797,6.957481384277344
convincing-game,deceptive,25,872,-57.29235076904297,-50.470123291015625,6.822227478027344
convincing-game,deceptive,26,3573,-11.152070045471191,-4.5292277336120605,6.622842311859131
convincing-game,deceptive,27,3912,-62.59659194946289,-56.1732177734375,6.423374176025391
convincing-game,deceptive,28,2939,-24.864946365356445,-18.65513801574707,6.209808349609375
convincing-game,deceptive,29,3815,-42.0399169921875,-35.83692932128906,6.2029876708984375
convincing-game,deceptive,30,4550,-62.653018951416016,-56.534786224365234,6.118232727050781
convincing-game,deceptive,31,1215,-40.76287841796875,-34.68256378173828,6.080314636230469
convincing-game,deceptive,32,2957,-66.57093811035156,-60.49657440185547,6.074363708496094
convincing-game,deceptive,33,350,-123.8211898803711,-117.86886596679688,5.952323913574219
convincing-game,deceptive,34,1038,-48.388450622558594,-42.47323226928711,5.915218353271484
convincing-game,deceptive,35,6448,-59.59618377685547,-53.75894546508789,5.837238311767578
convincing-game,deceptive,36,73,-37.48251724243164,-31.653413772583008,5.829103469848633
convincing-game,deceptive,37,3559,-52.07826614379883,-46.2845344543457,5.793731689453125
convincing-game,deceptive,38,4601,-152.20787048339844,-146.41969299316406,5.788177490234375
convincing-game,deceptive,39,284,-38.74413299560547,-33.01097869873047,5.733154296875
convincing-game,deceptive,40,1847,-83.7915267944336,-78.07437896728516,5.7171478271484375
convincing-game,deceptive,41,4383,-41.77565383911133,-36.24115753173828,5.534496307373047
convincing-game,deceptive,42,4398,-23.601587295532227,-18.07028579711914,5.531301498413086
convincing-game,deceptive,43,437,-74.03740692138672,-68.52428436279297,5.51312255859375
convincing-game,deceptive,44,4295,-26.604053497314453,-21.11402130126953,5.490032196044922
convincing-game,deceptive,45,2594,-57.78889846801758,-52.314334869384766,5.4745635986328125
convincing-game,deceptive,46,5890,-70.60613250732422,-65.13764953613281,5.468482971191406
convincing-game,deceptive,47,7506,-60.27294921875,-54.835205078125,5.437744140625
convincing-game,deceptive,48,3685,-41.348201751708984,-35.920623779296875,5.427577972412109
convincing-game,deceptive,49,2484,-53.60388946533203,-48.18253707885742,5.421352386474609
convincing-game,deceptive,50,5931,-40.05762481689453,-34.73249435424805,5.325130462646484
convincing-game,honest,1,5114,1452.7218017578125,1265.88623046875,-186.8355712890625
convincing-game,honest,2,7033,201.7266845703125,157.17774963378906,-44.54893493652344
convincing-game,honest,3,6857,794.130859375,753.1357421875,-40.9951171875
convincing-game,honest,4,7306,643.0315551757812,602.4852294921875,-40.54632568359375
convincing-game,honest,5,4994,663.81396484375,626.9656982421875,-36.8482666015625
convincing-game,honest,6,7875,167.31430053710938,147.09036254882812,-20.22393798828125
convincing-game,honest,7,3099,92.832763671875,74.03079986572266,-18.801963806152344
convincing-game,honest,8,233,209.2893829345703,190.5791015625,-18.710281372070312
convincing-game,honest,9,4031,-155.082275390625,-171.2176513671875,-16.1353759765625
convincing-game,honest,10,8043,309.2318115234375,294.4620361328125,-14.769775390625
convincing-game,honest,11,514,-55.067752838134766,-68.41090393066406,-13.343151092529297
convincing-game,honest,12,2567,296.5888671875,284.5052490234375,-12.0836181640625
convincing-game,honest,13,634,-221.91734313964844,-232.2880401611328,-10.370697021484375
convincing-game,honest,14,4495,47.742713928222656,38.7965087890625,-8.946205139160156
convincing-game,honest,15,3286,157.89520263671875,149.6802520751953,-8.214950561523438
convincing-game,honest,16,3421,52.17031478881836,45.07110595703125,-7.099208831787109
convincing-game,honest,17,43,0.5978895425796509,-6.146778106689453,-6.7446675300598145
convincing-game,honest,18,1071,45.7120246887207,38.983497619628906,-6.728527069091797
convincing-game,honest,19,1532,267.8014831542969,261.0992736816406,-6.70220947265625
convincing-game,honest,20,933,79.72664642333984,73.05748748779297,-6.669158935546875
convincing-game,honest,21,7640,86.55631256103516,79.89058685302734,-6.6657257080078125
convincing-game,honest,22,6723,58.249332427978516,51.73640060424805,-6.512931823730469
convincing-game,honest,23,5479,212.81201171875,206.32984924316406,-6.4821624755859375
convincing-game,honest,24,6900,41.045127868652344,34.62388610839844,-6.421241760253906
convincing-game,honest,25,4579,23.82940673828125,17.578943252563477,-6.250463485717773
convincing-game,honest,26,4727,49.63930892944336,43.478111267089844,-6.161197662353516
convincing-game,honest,27,3131,41.263790130615234,35.234737396240234,-6.029052734375
convincing-game,honest,28,4472,58.46617889404297,52.44815444946289,-6.018024444580078
convincing-game,honest,29,4149,52.027381896972656,46.07718276977539,-5.950199127197266
convincing-game,honest,30,1135,25.24079132080078,19.315723419189453,-5.925067901611328
convincing-game,honest,31,8045,53.1521110534668,47.26921463012695,-5.882896423339844
convincing-game,honest,32,6317,-86.92679595947266,-92.6661148071289,-5.73931884765625
convincing-game,honest,33,7277,114.71546936035156,109.01359558105469,-5.701873779296875
convincing-game,honest,34,2387,99.43741607666016,93.91532897949219,-5.522087097167969
convincing-game,honest,35,6510,53.69975662231445,48.21247100830078,-5.487285614013672
convincing-game,honest,36,5860,57.55406951904297,52.07988739013672,-5.47418212890625
convincing-game,honest,37,5005,36.73054885864258,31.32357406616211,-5.406974792480469
convincing-game,honest,38,2651,39.80084991455078,34.40306091308594,-5.397789001464844
convincing-game,honest,39,5472,66.45249938964844,61.06376647949219,-5.38873291015625
convincing-game,honest,40,2048,25.68467903137207,20.297325134277344,-5.387353897094727
convincing-game,honest,41,7383,38.827396392822266,33.44068908691406,-5.386707305908203
convincing-game,honest,42,7491,26.59381675720215,21.208349227905273,-5.385467529296875
convincing-game,honest,43,87,73.29360961914062,67.9444580078125,-5.349151611328125
convincing-game,honest,44,5974,31.536664962768555,26.23967742919922,-5.296987533569336
convincing-game,honest,45,461,-10.958672523498535,-16.253143310546875,-5.29447078704834
convincing-game,honest,46,6062,34.46550369262695,29.188533782958984,-5.276969909667969
convincing-game,honest,47,270,32.162166595458984,26.908803939819336,-5.253362655639648
convincing-game,honest,48,2317,26.427474975585938,21.277896881103516,-5.149578094482422
convincing-game,honest,49,34,33.44253158569336,28.33261489868164,-5.109916687011719
convincing-game,honest,50,4054,42.9189567565918,37.813201904296875,-5.105754852294922
harm-pressure-choice,deceptive,1,3467,-537.2210693359375,-528.0971069335938,9.12396240234375
harm-pressure-choice,deceptive,2,6970,164.31353759765625,172.30467224121094,7.9911346435546875
harm-pressure-choice,deceptive,3,155,-558.9179077148438,-552.194580078125,6.72332763671875
harm-pressure-choice,deceptive,4,3074,-8.603249549865723,-1.909210443496704,6.694039344787598
harm-pressure-choice,deceptive,5,3099,76.52845764160156,82.30757141113281,5.77911376953125
harm-pressure-choice,deceptive,6,636,154.54434204101562,160.31869506835938,5.77435302734375
harm-pressure-choice,deceptive,7,6857,583.9398803710938,588.645263671875,4.70538330078125
harm-pressure-choice,deceptive,8,8043,220.39089965820312,224.49905395507812,4.108154296875
harm-pressure-choice,deceptive,9,2232,198.917724609375,202.009033203125,3.09130859375
harm-pressure-choice,deceptive,10,2230,15.328031539916992,18.358251571655273,3.0302200317382812
harm-pressure-choice,deceptive,11,2387,79.57235717773438,82.08871459960938,2.516357421875
harm-pressure-choice,deceptive,12,233,159.24171447753906,161.5336151123047,2.291900634765625
harm-pressure-choice,deceptive,13,6148,-13.93238639831543,-12.00525951385498,1.9271268844604492
harm-pressure-choice,deceptive,14,350,-82.54403686523438,-80.6890640258789,1.8549728393554688
harm-pressure-choice,deceptive,15,6406,0.8179230093955994,2.2662127017974854,1.4482896327972412
harm-pressure-choice,deceptive,16,2937,9.890678405761719,11.277055740356445,1.3863773345947266
harm-pressure-choice,deceptive,17,4482,71.61334228515625,72.90306091308594,1.2897186279296875
harm-pressure-choice,deceptive,18,1872,41.05926513671875,42.34245681762695,1.2831916809082031
harm-pressure-choice,deceptive,19,7951,-25.21619987487793,-23.933874130249023,1.2823257446289062
harm-pressure-choice,deceptive,20,7450,22.62507438659668,23.81153106689453,1.1864566802978516
harm-pressure-choice,deceptive,21,3222,91.9835205078125,93.1613998413086,1.1778793334960938
harm-pressure-choice,deceptive,22,3693,4.565998077392578,5.7154974937438965,1.1494994163513184
harm-pressure-choice,deceptive,23,4218,-1.373378038406372,-0.25201380252838135,1.1213642358779907
harm-pressure-choice,deceptive,24,6944,14.054886817932129,15.173601150512695,1.1187143325805664
harm-pressure-choice,deceptive,25,3256,28.063060760498047,29.172725677490234,1.1096649169921875
harm-pressure-choice,deceptive,26,1619,7.070537567138672,8.17875862121582,1.1082210540771484
harm-pressure-choice,deceptive,27,6328,24.495023727416992,25.601280212402344,1.1062564849853516
harm-pressure-choice,deceptive,28,4486,4.912700653076172,6.005382537841797,1.092681884765625
harm-pressure-choice,deceptive,29,7167,-25.1395320892334,-24.05027198791504,1.0892601013183594
harm-pressure-choice,deceptive,30,4708,43.47389602661133,44.55243682861328,1.0785408020019531
harm-pressure-choice,deceptive,31,100,17.166032791137695,18.2230167388916,1.0569839477539062
harm-pressure-choice,deceptive,32,4421,-20.458473205566406,-19.403818130493164,1.0546550750732422
harm-pressure-choice,deceptive,33,6840,26.758588790893555,27.8035945892334,1.0450057983398438
harm-pressure-choice,deceptive,34,7645,11.520740509033203,12.558103561401367,1.037363052368164
harm-pressure-choice,deceptive,35,3984,20.53745460510254,21.56459617614746,1.0271415710449219
harm-pressure-choice,deceptive,36,2858,-0.05201457813382149,0.9707244038581848,1.0227389335632324
